worms_sciname,worms_aphiaid,rank,phylum,class,subclass,order,family,genus,year,countryCode,stateProvince,county,locality,decimalLatitude,decimalLongitude,depth,taxonRemarks,verbatim_obis,terrestrial_only
Odontosyllis phosphorea,330087,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Odontosyllis,2003,NA,NA,NA,NA,34.0789985657,-119.510002136,148,NA,Odontosyllis phosphorea,0
Ameritella carpenteri,878479,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Ameritella,1999,NA,NA,NA,NA,52.4900016785,-131.399993896,140,NA,Tellina carpenteri,0
Syllis heterochaeta,195998,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Syllis,2003,NA,NA,NA,NA,43.4370002747,-124.464996338,107,NA,Typosyllis heterochaeta,0
Lepidasthenia natans,333800,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Lepidasthenia,1999,NA,NA,NA,NA,48.0579986572,-122.904998779,21,NA,Lepidasthenia longicirrata,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Casino Point,33.349167,-118.32496599999999,14,NA,Laminaria,0
Tivela argentina,507949,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Tivela,NA,NA,Veraguas,NA,Playa Palo Seco,7.594725,-80.978168,NA,NA,Tivela argentina,0
Pholoe,129439,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Pholoe,1999,NA,NA,NA,NA,47.8400001526,-122.63999939,77,NA,Pholoe sp. cmplx,0
Mediomastus californiensis,157483,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,2002,NA,NA,NA,NA,47.2179985046,-122.90699768099999,NA,NA,Mediomastus californiensis,0
Kurtiella tumida,606421,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kurtiella,NA,NA,NA,NA,Puget Sound,48.256,-122.646388,15,Originally identified as 'Mysella tumida',Kurtiella tumida,0
Compsomyax subdiaphana,507527,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Compsomyax,1985,NA,NA,NA,Area C-The Horseshoe,53.1899986267,-130.800003052,135,NA,Compsomyax subdiaphana,0
Leitoscoloplos pugettensis,254746,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Leitoscoloplos,2003,NA,NA,NA,NA,46.0320014954,-124.194000244,88,NA,Leitoscoloplos pugettensis,0
Neanthes acuminata,157496,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Neanthes,2003,NA,NA,NA,NA,32.6469993591,-117.117996216,6,NA,Neanthes acuminata,0
Compsomyax subdiaphana,507527,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Compsomyax,NA,NA,Washington,San Juan County,"Waldron Island, Cowlitz Bay",48.686,-123.047,NA,NA,Compsomyax subdiaphana,0
Kurtiella tumida,606421,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kurtiella,NA,NA,NA,NA,Monterey Bay NMS,37.69238,-123.1123,124,Originally identified as 'Rochefortia tumida',Kurtiella tumida,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Refugio State Beach,34.461056,-120.066872,3.8,NA,Laminaria,0
Syllis,129680,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Syllis,1985,NA,NA,NA,NA,53.5299987793,-131.300003052,25,NA,Syllis,0
Kurtiella tumida,606421,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kurtiella,NA,NA,NA,NA,Puget Sound,47.68877,-122.5889,5.5,Originally identified as 'Rochefortia tumida',Kurtiella tumida,0
Nereis procera,329725,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Nereis,2003,NA,NA,NA,NA,33.7459983826,-118.216003418,25,NA,Nereis procera,0
Paradialychone ecaudata,558740,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Paradialychone,1985,NA,NA,NA,Area C-The Horseshoe,53.1899986267,-130.800003052,135,NA,Chone ecaudata,0
Leitoscoloplos pugettensis,254746,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Leitoscoloplos,2000,NA,NA,NA,NA,47.5900001526,-122.419998169,189.5,NA,Leitoscoloplos pugettensis,0
Euchone limnicola,332800,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Euchone,NA,NA,NA,NA,San Francisco Bay,38.04483,-122.387,3.4,Originally identified as 'Euchone limnicola',Euchone limnicola,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,1999,NA,NA,NA,NA,47.2700004578,-122.849998474,53,NA,Mediomastus sp,0
Nereis procera,329725,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Nereis,2003,NA,NA,NA,NA,46.1640014648,-124.231002808,81,NA,Nereis procera,0
Exogone (Exogone) lourei,238226,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Exogone,NA,NA,NA,NA,Puget Sound,47.62093,-122.5072,12.2,Originally identified as 'Exogone lourei',Exogone (Exogone) lourei,0
Nutricola tantilla,507789,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Nutricola,1999,NA,NA,NA,NA,40.702999115,-124.258003235,2,NA,Nutricola tantilla,0
Mediomastus californiensis,157483,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,NA,NA,NA,NA,San Francisco Bay,37.76299,-122.38,10.1,Originally identified as 'Mediomastus californiensis',Mediomastus californiensis,0
Tucetona strigilata,504544,species,Mollusca,Bivalvia,Autobranchia,Arcida,Glycymerididae,Tucetona,1986,NA,CAUCA,NA,G. Playa El Cocal,2.93944454193,-78.2019424438,NA,NA,Glycymeris strigilata,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Harmony,35.500275,-121.05493200000001,12.8,NA,Laminaria,0
Ameritella modesta,878514,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Ameritella,1997,NA,NA,NA,NA,48.9799995422,-122.989997864,8.5,NA,Tellina modesta,0
Halosydna brevisetosa,333534,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Halosydna,1935,NA,NA,NA,"W. side Louscoone Bay, 1mile from entrance",52.1300010681,-131.210006714,0,NA,Halosydna brevisetosa,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Crystal Cove,33.57135,-117.841103,7.3,NA,Laminaria,0
Exogone,129654,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Exogone,NA,NA,Alaska,Kachemak Bay,Outside Beach,59.464233,-151.7085,NA,NA,Exogone,0
Heteromastus filiformis,129884,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Heteromastus,NA,NA,NA,NA,San Francisco Bay,37.47503,-122.1117,1.8,Originally identified as 'Heteromastus filiformis',Heteromastus filiformis,0
Exogone (Exogone) lourei,238226,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Exogone,1999,NA,NA,NA,NA,32.6510009766,-117.128997803,4,NA,Exogone lourei,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,NA,NA,NA,NA,Puget Sound,48.926,-122.822777,13.5,Originally identified as 'Mediomastus (LPIL)',Mediomastus,0
Glycera nana,328132,species,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,2003,NA,NA,NA,NA,37.9449996948,-123.143997192,95,NA,Glycera nana,0
Glycera oxycephala,130126,species,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,2003,NA,NA,NA,NA,45.0419998169,-124.099998474,79,NA,Glycera oxycephala,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,La Jolla Cove,32.852165,-117.26986699999999,11.1,NA,Laminaria,0
Chone magna,332682,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Chone,1999,NA,NA,NA,NA,47.2799987793,-122.470001221,96,NA,Chone magna,0
Eumida longicornuta,333284,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Eumida,NA,NA,NA,NA,Puget Sound,47.8439,-122.573,14,Originally identified as 'Eumida longicornuta',Eumida longicornuta,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Ft Ross,38.510601,-123.24506399999999,5.6,NA,Laminaria,0
Cooperella subdiaphana,507459,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Cooperella,2003,NA,NA,NA,NA,34.4650001526,-120.129997253,20,NA,Cooperella subdiaphana,0
Sthenelais fusca,332168,species,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Sthenelais,NA,NA,NA,NA,Monterey Bay NMS,37.71223,-123.1377,121,Originally identified as 'Sthenelais fusca',Sthenelais fusca,0
Nutricola tantilla,507789,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Nutricola,NA,NA,NA,NA,Puget Sound,47.59342,-122.5374,4.6,Originally identified as 'Nutricola tantilla',Nutricola tantilla,0
Kurtiella tumida,606421,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kurtiella,NA,NA,NA,NA,Puget Sound,47.60059,-122.5537,5,Originally identified as 'Rochefortia tumida',Kurtiella tumida,0
Pisione,129469,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Pisione,1982,NA,Alaska,NA,"Alaska Peninsula, Bristol Bay, Cape Seniavin",56.4933280945,-160.241668701,30,NA,Pisione sp.,0
Kurtiella tumida,606421,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kurtiella,NA,NA,NA,NA,Puget Sound,47.99375,-122.6781,45,Originally identified as 'Rochefortia tumida',Kurtiella tumida,0
Eteone californica,327523,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Eteone,NA,NA,NA,NA,Puget Sound,48.506,-122.580277,4,Originally identified as 'Eteone californica',Eteone californica,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Ocean Cove,38.555119,-123.305664,4,NA,Laminaria,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,La Jolla Cove,32.852165,-117.26986699999999,11,NA,Laminaria,0
Jasmineira,129533,genus,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Jasmineira,2003,NA,NA,NA,NA,33.5670013428,-117.989997864,70,NA,Jasmineira sp b,0
Exogone (Parexogone) molesta,333450,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Exogone,NA,NA,NA,NA,Puget Sound,47.3269,-122.4492,177,Originally identified as 'Exogone molesta',Exogone (Parexogone) molesta,0
Phyllodoce groenlandica,334506,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Phyllodoce,NA,NA,NA,NA,Puget Sound,47.6782,-122.8147,120,Originally identified as 'Phyllodoce groenlandica',Phyllodoce groenlandica,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,NA,NA,NA,NA,Puget Sound,47.60369,-122.3995,142,Originally identified as 'Mediomastus (LPIL)',Mediomastus,0
Myrianida,129659,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Myrianida,2003,NA,NA,NA,NA,33.9099998474,-118.5,52,NA,Autolytus sp,0
Glycera nana,328132,species,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,1999,NA,NA,NA,NA,48.0579986572,-122.904998779,21,NA,Glycera nana,0
Chone,129525,genus,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Chone,NA,NA,NA,NA,Guerrero shelf,16.7571,-99.823683,64.9,NA,Chone,0
Ameritella carpenteri,878479,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Ameritella,2003,NA,NA,NA,NA,34.1339988708,-119.958000183,173,NA,Tellina carpenteri,0
Platynereis bicanaliculata,334557,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Platynereis,2003,NA,NA,NA,NA,33.5,-117.751998901,21,NA,Platynereis bicanaliculata,0
Myrianida,129659,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Myrianida,2000,NA,NA,NA,NA,37.8300018311,-122.449996948,81,NA,Autolytus sp,0
Leukoma grata,507750,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Leukoma,2016,NA,Sonora,Guaymas,San Carlos Bay,27.962429,-111.014532,NA,NA,Leukoma grata,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Mendocino Headlands,39.305283,-123.811218,7,NA,Laminaria,0
Harmothoe,129491,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Harmothoe,2003,NA,NA,NA,NA,33.4869995117,-118.424003601,900,NA,Harmothoe sp,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Broomtail Reef,32.694233000000004,-117.26806599999999,11.1,NA,Laminaria,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Glass Beach,39.451645,-123.814728,NA,NA,Laminaria,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Point Buchon,35.237446000000006,-120.900002,12.2,NA,Laminaria,0
Alitta succinea,234850,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Alitta,NA,NA,NA,NA,San Francisco Bay,37.70227,-122.3772,2.1,Originally identified as 'Neanthes succinea',Alitta succinea,0
Prosphaerosyllis xarifae,195981,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Prosphaerosyllis,NA,NA,NA,NA,NA,36.7968,-121.8477,NA,NA,Prosphaerosyllis xarifae,0
Capitella,129211,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Capitella,1980,NA,NA,NA,Swan Island,52.3300018311,-131.300003052,NA,NA,Capitella,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Dolan,36.103851,-121.628128,13.3,NA,Laminaria,0
Leitoscoloplos williamsae,1418176,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Leitoscoloplos,1991,NA,NA,NA,Pioneer Canyon,37.187666666667,-123.25433333333,1760,NA,Leitoscoloplos williamsae,0
Macoma carlottensis,420876,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,2003,NA,NA,NA,NA,46.1920013428,-124.387001038,117,NA,Macoma carlottensis,0
Macoma,138531,genus,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,2002,NA,NA,NA,NA,47.1059989929,-123.069000244,NA,NA,Macoma sp.,0
Hesperonoe laevis,328360,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Hesperonoe,2003,NA,NA,NA,NA,34.3969993591,-120.03099823,98,NA,Hesperonoe laevis,0
Glycinde armigera,240633,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,NA,NA,NA,NA,Puget Sound,47.3038,-122.8499,30.9,Originally identified as 'Glycinde armigera',Glycinde armigera,0
Sphaerosyllis californiensis,332003,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Sphaerosyllis,1999,NA,NA,NA,NA,47.2099990845,-123.080001831,23,NA,Sphaerosyllis californiensis,0
Macoma nasuta,582761,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,2003,NA,NA,NA,NA,32.5900001526,-117.227996826,40,NA,Macoma nasuta,0
Euchone,129528,genus,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Euchone,2003,NA,NA,NA,NA,33.7589988708,-118.445999146,72,NA,Euchone sp a,0
Macoploma yoldiformis,879988,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoploma,2003,NA,NA,NA,NA,34.1829986572,-119.353996277,28,NA,Macoma yoldiformis,0
Neanthes,129378,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Neanthes,1973,NA,Sinaloa,NA,Mazatlan Harbor,23.1830005646,-106.432998657,NA,NA,Neanthes sp.,0
Leitoscoloplos pugettensis,254746,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Leitoscoloplos,1999,NA,NA,NA,NA,40.7200012207,-124.230003357,4,NA,Leitoscoloplos pugettensis,0
Kurtiella tumida,606421,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kurtiella,NA,NA,NA,NA,Puget Sound,47.1481,-122.7742,70,Originally identified as 'Rochefortia tumida',Kurtiella tumida,0
Orbiniella nuda,329840,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Orbiniella,NA,NA,Alaska,Kachemak Bay,Elephant Island,59.5141,-151.504967,NA,NA,Orbiniella nuda,0
Malmgreniella sanpedroensis,329212,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Malmgreniella,2003,NA,NA,NA,NA,33.5670013428,-117.989997864,70,NA,Malmgreniella sanpedroensis,0
Glycera prosobranchia,328142,species,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,NA,NA,NA,NA,Guerrero shelf,17.2048,-100.933,47.1,NA,Glycera prosobranchia,0
Eusyllis blomstrandi,131290,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Eusyllis,1986,NA,California,NA,"Santa Maria Basin, Off Point San Luis",35.0972213745,-120.819442749,91,NA,Eusyllis blomstrandi,0
Glycinde armigera,240633,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,2003,NA,NA,NA,NA,47.5670013428,-124.597999573,45,NA,Glycinde armigera,0
Chione,206343,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Chione,NA,NA,NA,NA,Puget Sound,47.97,-122.262777,124,Originally identified as 'Chione (LPIL)',Chione,0
Ameritella modesta,878514,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Ameritella,2003,NA,NA,NA,NA,34.9070014954,-120.73500061,57,NA,Tellina modesta,0
Heteromastus filiformis,129884,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Heteromastus,1999,NA,NA,NA,NA,43.4099998474,-124.199996948,1.9,NA,Heteromastus filiformis,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Ocean Cove,38.555119,-123.305664,6.6,NA,Laminaria,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Casino Point,33.349167,-118.32496599999999,8.2,NA,Laminaria,0
Notomastus lineatus,129899,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Notomastus,2003,NA,NA,NA,NA,33.9780006409,-118.487998962,15,NA,Notomastus lineatus,0
Phyllodoce hartmanae,330596,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Phyllodoce,NA,NA,NA,NA,Puget Sound,47.4738,-122.5022,46,Originally identified as 'Phyllodoce hartmanae',Phyllodoce hartmanae,0
Strigilla chroma,575386,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Strigilla,1987,NA,CAUCA,NA,G. El Poblado.,2.96527767181,-78.1705551147,NA,NA,Strigilla chroma,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Big Creek,36.069183,-121.600601,10.7,NA,Laminaria,0
Macoma balthica,141579,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,2002,NA,NA,NA,NA,37.4510002136,-122.066001892,NA,NA,Macoma balthica,0
Phyllodoce multipapillata,536461,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Phyllodoce,1976,NA,Washington,NA,Columbia River,46.21667099,-124.166671753,46,NA,Anaitides multipapillata,0
Glycera nana,328132,species,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,2003,NA,NA,NA,NA,34.1010017395,-119.151000977,14,NA,Glycera nana,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,2000,NA,NA,NA,NA,37.8300018311,-122.449996948,81,NA,Mediomastus sp,0
Nereis,129379,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Nereis,NA,NA,Alaska,Prince William Sound,Green Island,60.3,-147.4075,NA,NA,Nereis,0
Myrianida,129659,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Myrianida,NA,NA,Washington,San Juan County,"San Juan Island, off dock",48.5453,-123.01220000000001,NA,NA,Autolytus,0
Pholoe glabra,330542,species,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Pholoe,NA,NA,NA,NA,Puget Sound,47.63237,-122.4028,5.9,Originally identified as 'Pholoe glabra',Pholoe glabra,0
Glycinde polygnatha,240626,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,1998,NA,NA,NA,NA,47.7099990845,-122.620002747,17,NA,Glycinde polygnatha,0
Chone,129525,genus,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Chone,NA,NA,Alaska,Kodiak Island,Old Harbor,57.156683,-153.388683,NA,NA,Chone,0
Macoma carlottensis,420876,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,2000,NA,NA,NA,NA,48.9000015259,-122.919998169,71,NA,Macoma carlottensis,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,2003,NA,NA,NA,NA,32.6819992065,-117.28199768099999,58,NA,Mediomastus sp,0
Sthenelais,129595,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Sthenelais,1999,NA,NA,NA,NA,35.1699981689,-120.730003357,11,NA,Sthenelais,0
Megapitaria aurantiaca,714775,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Megapitaria,1986,NA,CAUCA,NA,G. Playa El Cocal,2.93944454193,-78.2019424438,NA,NA,Megapitaria aurantiaca,0
Mediomastus acutus,329282,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,1999,NA,NA,NA,NA,38.0149993896,-122.916999817,17,NA,Mediomastus acutus,0
Exogone,129654,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Exogone,NA,NA,NA,NA,Puget Sound,47.58262,-122.3434,12.4,Originally identified as 'Exogone (LPIL)',Exogone,0
Strigilla chroma,575386,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Strigilla,NA,NA,Guanacaste,Liberia,Playa Culebra,10.636913,-85.652565,NA,NA,Strigilla chroma,0
Gattyana cirrhosa,130749,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Gattyana,1999,NA,NA,NA,NA,48.0579986572,-122.904998779,21,NA,Gattyana cirrosa,0
Nereis,129379,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Nereis,1963,NA,Washington,NA,Puget Sound,47.2249984741,-122.826667786,68,NA,Nereis sp.,0
Scoloplos,129425,genus,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Scoloplos,2002,NA,NA,NA,NA,43.3769989014,-124.18800354,NA,NA,Scoloplos sp,0
Notomastus latericeus,129898,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Notomastus,2003,NA,NA,NA,NA,32.5509986877,-117.198997498,34,NA,Notomastus latericeus,0
Harmothoe,129491,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Harmothoe,NA,NA,Alaska,Prince William Sound,Green Island,60.3,-147.4075,NA,NA,Harmothoe,0
Nereis,129379,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Nereis,2002,NA,NA,NA,NA,48.1220016479,-122.42099762,NA,NA,Nereis sp.,0
Eusyllis habei,327926,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Eusyllis,1999,NA,NA,NA,NA,48.0200004578,-122.849998474,16.8,NA,Eusyllis habei,0
Tenonia priops,334901,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Tenonia,2003,NA,NA,NA,NA,41.6370010376,-124.271003723,63,NA,Tenonia priops,0
Sthenelais verruculosa,332187,species,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Sthenelais,2003,NA,NA,NA,NA,47.8180007935,-124.643997192,32,NA,Sthenelais verruculosa,0
Macoma calcarea,141580,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,1977,NA,NA,NA,Dolommite Narrows,52.3499984741,-131.350006104,-0.5,NA,Macoma calcarea,0
Macoma,138531,genus,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,2002,NA,NA,NA,NA,43.4329986572,-124.21900177,NA,NA,Macoma sp.,0
Acromegalomma splendidum,994124,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Acromegalomma,NA,NA,NA,NA,Monterey Bay NMS,37.91136,-123.4204,134,Originally identified as 'Megalomma splendida',Acromegalomma splendidum,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,North Monastery,36.526806,-121.92654399999999,6.2,NA,Laminaria,0
Eteone,129443,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Eteone,2003,NA,NA,NA,NA,33.1069984436,-117.357002258,74,NA,Eteone sp,0
Pholoe,129439,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Pholoe,1997,NA,NA,NA,NA,48.9500007629,-122.949996948,27.5,NA,Pholoe sp. cmplx,0
Macoma,138531,genus,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,1997,NA,NA,NA,NA,48.2700004578,-122.650001526,6.5,NA,Macoma sp.,0
Eulalia levicornuta,327589,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Eulalia,2003,NA,NA,NA,NA,33.9980010986,-118.709999084,60,NA,Eulalia levicornuta,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Landing Cove,34.017466999999996,-119.36239599999999,13.7,NA,Laminaria,0
Macoma balthica,141579,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,NA,NA,NA,NA,San Francisco Bay,37.5143,-122.1901,3.1,Originally identified as 'Macoma balthica',Limecola balthica,0
Goniada,129300,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Goniada,1985,NA,NA,NA,Area C-The Horseshoe,53.1899986267,-130.800003052,128,NA,Goniada,0
Turtonia minuta,141875,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Turtonia,NA,NA,Alaska,Kodiak Island,Old Harbor,57.156683,-153.388683,NA,NA,Turtonia minuta,0
Euchone incolor,155202,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Euchone,2003,NA,NA,NA,NA,33.5979995728,-118.04599762,38,NA,Euchone incolor,0
Arctonoe vittata,254301,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Arctonoe,NA,NA,Oregon,"NA","N of Cape Arago, Sunset Bay",43.334,-124.374,NA,NA,Arctonoe vittata,0
